	bin	Depth CAPES_S11	Depth CAPES_S21	Depth CAPES_S7	GenomeBin	Domain	%Complete (domain)	%Complete and single-copy (domain)	%Complete and duplicated (domain)	%Fragmented (domain)	%Missing (domain)	Total number (domain)	Specific lineage dataset	%Complete (specific)	%Complete and single-copy (specific)	%Complete and duplicated (specific)	%Fragmented (specific)	%Missing (specific)	Total number (specific)	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# predicted rRNA genes	user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
285	SPAdes-CAPES_S11.10.fa	52.35395	28.523000000000003	0.327375	SPAdes-CAPES_S11.10.fa	bacteria_odb10	29.0	27.4	1.6	2.4	68.6	124.0								SPAdes-CAPES_S11.10.fa	20	20	20	20	18	12	1240888	1240888	1240888	1240888	1202193	996551	20	123589	1240888	42.37	79271	56618	7	11	0.0	0 + 0 part	SPAdes-CAPES_S11.10.fa																			
286	SPAdes-CAPES_S11.11.fa	6.74298	0.0	0.0	SPAdes-CAPES_S11.11.fa	bacteria_odb10	1.6	1.6	0.0	1.6	96.8	124.0								SPAdes-CAPES_S11.11.fa	339	339	11	0	0	0	840422	840422	68227	0	0	0	339	8085	840422	39.04	2463	1960	121	216	5.95	0 + 0 part	SPAdes-CAPES_S11.11.fa																			
287	SPAdes-CAPES_S11.12.fa	10.11685	0.0	0.0	SPAdes-CAPES_S11.12.fa	bacteria_odb10	73.4	72.6	0.8	9.7	16.9	124.0	clostridiales_odb10	69.3	69.3	0.0	8.7	22.0	264.0	SPAdes-CAPES_S11.12.fa	470	470	92	9	0	0	1704573	1704573	660628	116816	0	0	470	24064	1704573	59.7	4066	2734	135	263	5.87	0 + 0 part	SPAdes-CAPES_S11.12.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	GCF_010509575.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	97.5	0.96	GCF_010509575.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	97.5	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.1, 0.87; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 85.92, 0.89; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.16, 0.81; GCA_900539945.1, s__Faecalibacterium sp900539945, 95.0, 84.87, 0.81; GCA_900539885.1, s__Faecalibacterium sp900539885, 95.0, 84.86, 0.78; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.85, 0.83; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0612, 84.71, 0.79; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 84.67, 0.81; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0612, 84.6, 0.84; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 84.35, 0.83; GCF_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 84.35, 0.81; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 84.25, 0.63; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 84.2, 0.73; GCA_900758465.1, s__Faecalibacterium sp900758465, 95.0, 84.09, 0.76; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 84.05, 0.62; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 84.01, 0.79; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.39, 0.66; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.37, 0.65; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.29, 0.79; GCA_900540455.1, s__Faecalibacterium sp900540455, 95.0, 81.67, 0.61; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 81.27, 0.61; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 80.63, 0.61	74.15	11.0		
288	SPAdes-CAPES_S11.13.fa	27.85325000000001	12.5985	0.0365449	SPAdes-CAPES_S11.13.fa	bacteria_odb10	4.0	4.0	0.0	0.8	95.2	124.0								SPAdes-CAPES_S11.13.fa	6	6	6	5	4	2	243059	243059	243059	233967	215578	134752	6	79404	243059	45.45	55348	48930	2	3	41.14	0 + 0 part	SPAdes-CAPES_S11.13.fa																			
289	SPAdes-CAPES_S11.14.fa	56.12395	21.12985	0.3699055	SPAdes-CAPES_S11.14.fa	bacteria_odb10	4.8	4.8	0.0	0.8	94.4	124.0								SPAdes-CAPES_S11.14.fa	2	2	2	2	2	1	203060	203060	203060	203060	203060	170020	2	170020	203060	43.08	170020	170020	1	1	0.0	0 + 0 part	SPAdes-CAPES_S11.14.fa																			
290	SPAdes-CAPES_S11.15.fa	52.9156	0.0189985	0.0214278	SPAdes-CAPES_S11.15.fa	bacteria_odb10	75.0	75.0	0.0	0.8	24.2	124.0	firmicutes_odb10	82.6	82.1	0.5	0.9	16.5	218.0	SPAdes-CAPES_S11.15.fa	123	123	77	58	25	7	1914658	1914658	1771581	1623204	1058255	419434	123	81188	1914658	55.15	29235	14944	22	44	302.93	0 + 0 part	SPAdes-CAPES_S11.15.fa	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505	GCF_000417505.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505	99.48	0.97	GCF_000417505.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505	99.48	0.97	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902388315.1, s__Megasphaera sp902388315, 95.0, 91.93, 0.75; GCF_003010495.1, s__Megasphaera elsdenii, 95.0, 91.09, 0.94; GCA_900548635.1, s__Megasphaera sp900548635, 95.0, 87.3, 0.82; GCF_001546855.1, s__Megasphaera sp001546855, 95.0, 83.05, 0.78; GCA_900539295.1, s__Megasphaera sp900539295, 95.0, 83.01, 0.75; GCF_000455225.1, s__Megasphaera massiliensis, 95.0, 82.51, 0.79; GCA_002319965.1, s__Megasphaera sp002319965, 95.0, 82.22, 0.66; GCF_003367905.1, s__Megasphaera stantonii, 95.0, 79.7, 0.55; GCA_900554215.1, s__Megasphaera sp900554215, 95.0, 79.42, 0.43; GCA_002431345.1, s__Megasphaera sp002431345, 95.0, 78.31, 0.31; GCA_900540735.1, s__Megasphaera sp900540735, 95.0, 78.07, 0.32; GCF_001045675.1, s__Megasphaera cerevisiae, 95.0, 77.71, 0.19	81.5	11.0		
291	SPAdes-CAPES_S11.16.fa	13.5975	0.00469638	0.0	SPAdes-CAPES_S11.16.fa	bacteria_odb10	92.7	91.9	0.8	4.0	3.3	124.0	clostridiales_odb10	94.3	94.3	0.0	1.5	4.2	264.0	SPAdes-CAPES_S11.16.fa	105	105	85	56	25	8	1824851	1824851	1755166	1530735	1045057	499971	105	84309	1824851	54.23	28434	13798	21	43	0.55	1 + 0 part	SPAdes-CAPES_S11.16.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	GCA_000436335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.32	0.9	GCA_000436335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.32	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900547275.1, s__CAG-217 sp900547275, 95.0, 77.5, 0.14	95.02	11.0		
292	SPAdes-CAPES_S11.17.fa	37.4254	0.498232	0.8793479999999999	SPAdes-CAPES_S11.17.fa	bacteria_odb10	67.7	67.7	0.0	3.2	29.1	124.0	lactobacillales_odb10	86.6	86.6	0.0	1.2	12.2	402.0	SPAdes-CAPES_S11.17.fa	97	97	77	56	23	4	1673838	1673838	1620028	1469183	911599	257756	97	85188	1673838	40.33	27147	16421	21	41	262.87	0 + 0 part	SPAdes-CAPES_S11.17.fa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	GCF_000785515.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	95.86	0.94	GCF_000785515.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius	95.86	0.94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009738225.1, s__Streptococcus sp001556435, 95.0, 94.72, 0.94; GCA_003521145.1, s__Streptococcus sp003521145, 95.0, 93.56, 0.74; GCF_000188295.1, s__Streptococcus vestibularis, 95.0, 92.23, 0.87; GCF_010604095.1, s__Streptococcus sp000187445, 95.0, 89.74, 0.9; GCF_010120595.1, s__Streptococcus thermophilus, 95.0, 88.8, 0.84; GCF_000180035.1, s__Streptococcus parasanguinis_C, 95.0, 81.54, 0.24; GCF_000448565.1, s__Streptococcus sp000448565, 95.0, 81.25, 0.26; GCF_000963275.1, s__Streptococcus parasanguinis_B, 95.0, 81.19, 0.24; GCF_000164675.2, s__Streptococcus parasanguinis, 95.0, 81.17, 0.26; GCF_001073155.1, s__Streptococcus parasanguinis_D, 95.0, 80.99, 0.24; GCF_014435245.1, s__Streptococcus sp900543065, 95.0, 80.7, 0.24; GCF_001074805.1, s__Streptococcus parasanguinis_A, 95.0, 80.6, 0.23; GCF_902363395.1, s__Streptococcus sp902363395, 95.0, 80.54, 0.22; GCF_004166885.1, s__Streptococcus sp004166885, 95.0, 80.48, 0.19; GCF_001587175.1, s__Streptococcus sp001587175, 95.0, 80.35, 0.22; GCF_000186465.1, s__Streptococcus australis, 95.0, 80.32, 0.21; GCF_004785935.1, s__Streptococcus rubneri, 95.0, 80.2, 0.23; GCA_902373455.1, s__Streptococcus sp902373455, 95.0, 80.12, 0.2; GCF_003627135.1, s__Streptococcus koreensis, 95.0, 79.7, 0.21; GCF_000314795.2, s__Streptococcus sp000314795, 95.0, 79.66, 0.24; GCA_900755085.1, s__Streptococcus sp900755085, 95.0, 79.37, 0.17; GCF_000960035.1, s__Streptococcus oralis_G, 95.0, 79.07, 0.21; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 78.96, 0.28; GCF_004352735.1, s__Streptococcus sp002393675, 95.1145, 78.92, 0.25; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 78.85, 0.26; GCF_900104225.1, s__Streptococcus equinus_D, 95.1145, 78.66, 0.28; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.6693, 78.65, 0.23; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 78.61, 0.25; GCF_001553855.1, s__Streptococcus gordonii, 95.0, 78.59, 0.16; GCF_000187265.1, s__Streptococcus equinus, 95.0, 78.56, 0.24; GCF_900478025.1, s__Streptococcus pasteurianus, 96.1304, 78.55, 0.25; GCF_900459225.1, s__Streptococcus dysgalactiae, 95.0, 78.51, 0.15; GCF_002887775.1, s__Streptococcus penaeicida, 95.0, 78.5, 0.14; GCF_000283635.1, s__Streptococcus macedonicus, 96.3165, 78.5, 0.26; GCA_900546335.1, s__Streptococcus sp900546335, 95.0, 78.47, 0.19; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3165, 78.45, 0.25; GCF_002055535.1, s__Streptococcus pyogenes, 95.0, 78.43, 0.13; GCF_001578885.1, s__Streptococcus sp001578885, 95.0, 78.41, 0.12; GCF_003686955.1, s__Streptococcus sp003686955, 95.0, 78.37, 0.18; GCF_900636575.1, s__Streptococcus canis, 95.0, 78.34, 0.15; GCF_002386345.1, s__Streptococcus oralis_S, 95.0, 78.34, 0.21; GCF_000423745.1, s__Streptococcus plurextorum, 95.0, 78.34, 0.14; GCF_000380105.1, s__Streptococcus orisratti, 95.0, 78.27, 0.2; GCF_002953735.1, s__Streptococcus pluranimalium, 95.0, 78.27, 0.18; GCF_001885095.1, s__Streptococcus bovimastitidis, 95.0, 78.25, 0.16; GCF_000188015.2, s__Streptococcus ictaluri, 95.0, 78.22, 0.15; GCF_000376985.1, s__Streptococcus henryi, 95.0, 78.18, 0.27; GCF_001182825.2, s__Streptococcus sp001182825, 95.0, 78.17, 0.13; GCF_002964045.1, s__Streptococcus suis_U, 95.0, 78.1, 0.16; GCF_000420785.1, s__Streptococcus hyovaginalis, 95.0, 78.1, 0.17; GCF_000188055.2, s__Streptococcus urinalis, 95.0, 78.06, 0.12; GCF_000379985.1, s__Streptococcus caballi, 95.0, 78.04, 0.23; GCF_001431045.1, s__Streptococcus orisasini, 95.0, 78.01, 0.14; GCA_900637675.1, s__Streptococcus equi, 95.0, 78.0, 0.1; GCF_011039275.1, s__Streptococcus hyointestinalis_A, 95.0, 77.97, 0.16; GCF_002760245.1, s__Streptococcus suis_I, 95.0, 77.95, 0.14; GCF_000380145.1, s__Streptococcus thoraltensis, 95.0, 77.94, 0.2; GCF_012277075.1, s__Streptococcus alactolyticus, 95.0, 77.93, 0.23; GCF_900459405.1, s__Streptococcus hyointestinalis, 95.0, 77.88, 0.17; GCF_001921845.1, s__Streptococcus cuniculi, 95.0, 77.85, 0.12; GCF_902729355.1, s__Streptococcus sp902729355, 95.0, 77.84, 0.2; GCF_000423765.1, s__Streptococcus porci, 95.0, 77.81, 0.19; GCF_000425025.1, s__Streptococcus castoreus, 95.0, 77.78, 0.13; GCF_000187935.1, s__Streptococcus parauberis, 95.0, 77.78, 0.14; GCF_001984715.1, s__Streptococcus azizii, 95.0, 77.78, 0.08; GCF_000188035.1, s__Streptococcus pseudoporcinus, 95.0, 77.76, 0.12; GCA_000440235.1, s__Streptococcus suis_F, 95.0, 77.75, 0.17; GCF_900475595.1, s__Streptococcus uberis, 95.0, 77.74, 0.13; GCF_009870755.1, s__Streptococcus halichoeri, 95.0, 77.74, 0.1; GCA_900555155.1, s__Streptococcus sp900555155, 95.0, 77.72, 0.15; GCF_000380045.1, s__Streptococcus marimammalium, 95.0, 77.71, 0.08; GCF_011421455.1, s__Streptococcus sp011421455, 95.0, 77.7, 0.13; GCF_001598035.1, s__Streptococcus halotolerans, 95.0, 77.7, 0.18; GCF_000186445.1, s__Streptococcus agalactiae, 95.0, 77.69, 0.16; GCF_000785785.1, s__Streptococcus uberis_A, 95.0, 77.65, 0.14; GCF_000380025.1, s__Streptococcus entericus, 95.0, 77.65, 0.08; GCF_000380005.1, s__Streptococcus didelphis, 95.0, 77.61, 0.11; GCF_000286075.1, s__Streptococcus ratti, 95.0, 77.58, 0.14; GCF_001302265.1, s__Streptococcus phocae, 95.0, 77.55, 0.13; GCF_000423725.1, s__Streptococcus devriesei, 95.0, 77.49, 0.13; GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 77.47, 0.15; GCF_001708305.1, s__Streptococcus himalayensis, 95.0, 77.45, 0.12; GCF_900475415.1, s__Streptococcus porcinus, 95.0, 77.45, 0.13; GCF_006739205.1, s__Streptococcus mutans, 95.0, 77.43, 0.16; GCF_901542335.1, s__Streptococcus porcinus_A, 95.0, 77.42, 0.13; GCF_000187975.2, s__Streptococcus criceti, 95.0, 77.39, 0.15; GCF_000686605.1, s__Streptococcus sobrinus, 95.0, 77.38, 0.14; GCF_011038795.1, s__Streptococcus sp011038795, 95.0, 77.37, 0.13; GCF_000372425.1, s__Streptococcus ferus, 95.0, 77.31, 0.12; GCF_001937065.1, s__Streptococcus sp001937065, 95.0, 77.3, 0.14; GCF_000380085.1, s__Streptococcus merionis, 95.0, 77.3, 0.1; GCF_007859205.1, s__Streptococcus sp007859205, 95.0, 77.3, 0.15; GCF_003674745.1, s__Streptococcus iniae, 95.0, 77.28, 0.14; GCF_000187995.2, s__Streptococcus macacae, 95.0, 77.16, 0.11; GCF_012396585.1, s__Streptococcus ovuberis, 95.0, 77.14, 0.08; GCF_007859195.1, s__Streptococcus pharyngis, 95.0, 77.1, 0.12; GCF_900459175.1, s__Streptococcus downei, 95.0, 76.98, 0.17; GCF_003086355.1, s__Streptococcus sp003086355, 95.0, 76.83, 0.08; GCF_001642085.1, s__Streptococcus pantholopis, 95.0, 76.5, 0.07	79.17	11.0		
293	SPAdes-CAPES_S11.18.fa	32.419000000000004	0.0936784	0.0	SPAdes-CAPES_S11.18.fa	bacteria_odb10	21.8	21.8	0.0	1.6	76.6	124.0								SPAdes-CAPES_S11.18.fa	19	19	15	12	9	4	544987	544987	531876	509395	468417	258010	19	88378	544987	58.71	47914	42571	5	8	55.05	1 + 0 part	SPAdes-CAPES_S11.18.fa																			
294	SPAdes-CAPES_S11.19.fa	53.4982	22.6338	0.264384	SPAdes-CAPES_S11.19.fa	bacteria_odb10	9.7	9.7	0.0	0.8	89.5	124.0								SPAdes-CAPES_S11.19.fa	7	7	7	7	5	3	358617	358617	358617	358617	330987	255272	7	97240	358617	41.7	77079	39253	3	4	0.0	0 + 0 part	SPAdes-CAPES_S11.19.fa																			
295	SPAdes-CAPES_S11.2.fa	25.7931	12.705	0.0336995	SPAdes-CAPES_S11.2.fa	bacteria_odb10	0.8	0.8	0.0	0.8	98.4	124.0								SPAdes-CAPES_S11.2.fa	15	15	14	12	7	1	338301	338301	335690	319421	254547	54552	15	54552	338301	42.59	33594	25408	4	7	2.96	0 + 0 part	SPAdes-CAPES_S11.2.fa																			
296	SPAdes-CAPES_S11.20.fa	21.7675	0.0	0.0	SPAdes-CAPES_S11.20.fa	bacteria_odb10	71.8	71.0	0.8	3.2	25.0	124.0	firmicutes_odb10	81.7	81.2	0.5	1.8	16.5	218.0	SPAdes-CAPES_S11.20.fa	115	115	103	78	35	8	2414287	2414287	2375733	2193998	1485437	539933	115	147194	2414287	54.59	31788	18979	26	51	8.28	0 + 0 part	SPAdes-CAPES_S11.20.fa	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus massiliensis	GCF_900095825.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus massiliensis	98.63	0.91	GCF_900095825.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus massiliensis	98.63	0.91	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004555735.1, s__Acidaminococcus fermentans_A, 95.0, 88.9, 0.83; GCF_009696675.1, s__Acidaminococcus sp000437815, 95.0, 87.48, 0.72; GCF_000025305.1, s__Acidaminococcus fermentans, 95.0, 86.54, 0.71; GCF_900106585.1, s__Acidaminococcus timonensis, 95.0, 83.13, 0.65; GCA_900770265.1, s__Acidaminococcus sp900770265, 95.0, 83.13, 0.7; GCF_900291475.1, s__Acidaminococcus provencensis, 95.0, 79.62, 0.42; GCA_900314165.1, s__Acidaminococcus sp900314165, 95.0, 78.9, 0.36; GCA_900315205.1, s__Acidaminococcus sp900315205, 95.0, 78.45, 0.29; GCA_900554515.1, s__Acidaminococcus sp900554515, 95.0, 77.91, 0.28; GCA_900538365.1, s__Acidaminococcus sp900538365, 95.0, 77.53, 0.18; GCA_902796945.1, s__Acidaminococcus sp902796945, 95.0, 77.47, 0.23; GCF_000425045.1, s__Acidaminococcus intestini, 95.0, 77.43, 0.17	79.71	11.0		
297	SPAdes-CAPES_S11.21.fa	20.3779	0.0	0.0	SPAdes-CAPES_S11.21.fa	bacteria_odb10	98.4	9.7	88.7	1.6	0.0	124.0								SPAdes-CAPES_S11.21.fa	749	749	425	256	74	19	8060440	8060440	7081385	5876119	3116203	1267170	749	109356	8060440	42.29	18279	8922	117	274	27.54	0 + 0 part	SPAdes-CAPES_S11.21.fa																			
298	SPAdes-CAPES_S11.22.fa	50.5805	30.14065	0.30221149999999997	SPAdes-CAPES_S11.22.fa	bacteria_odb10	8.9	8.9	0.0	0.8	90.3	124.0								SPAdes-CAPES_S11.22.fa	14	14	14	10	6	4	489252	489252	489252	462618	397074	303686	14	96237	489252	41.76	64342	44250	3	6	0.0	0 + 0 part	SPAdes-CAPES_S11.22.fa																			
299	SPAdes-CAPES_S11.23.fa	51.1591	3.98714	99.0955	SPAdes-CAPES_S11.23.fa	bacteria_odb10	98.4	98.4	0.0	0.8	0.8	124.0	enterobacterales_odb10	95.7	95.2	0.5	0.2	4.1	440.0	SPAdes-CAPES_S11.23.fa	117	117	106	84	48	29	3904416	3904416	3872153	3716973	3113839	2451322	117	181553	3904416	51.11	65643	32513	21	42	79.4	0 + 0 part	SPAdes-CAPES_S11.23.fa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	GCF_002950215.1	97.0028	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	98.05	0.9	GCF_002949675.1	97.0028	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia dysenteriae	97.34	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000026325.1, s__Escherichia coli_D, 96.9551, 97.54, 0.94; GCF_003697165.2, s__Escherichia coli, 96.8144, 97.08, 0.92; GCA_003018335.1, s__Escherichia coli_C, 96.1333, 96.17, 0.94; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.59, 0.78; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.16, 0.89; GCF_000208585.1, s__Escherichia sp000208585, 95.0, 93.0, 0.88; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.9, 0.88; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.42, 0.86; GCF_001660175.1, s__Escherichia sp001660175, 95.0, 91.98, 0.89; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.19, 0.86; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.17, 0.76; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.4, 0.78	97.64	11.0		
300	SPAdes-CAPES_S11.24.fa	26.23585	17.418599999999998	0.03804855	SPAdes-CAPES_S11.24.fa	bacteria_odb10	77.4	75.8	1.6	2.4	20.2	124.0	bacteroidales_odb10	72.1	71.9	0.2	0.4	27.5	541.0	SPAdes-CAPES_S11.24.fa	88	88	85	72	51	20	3067790	3067790	3056522	2953342	2602593	1495032	88	114252	3067790	45.56	48895	32707	21	41	6.52	0 + 0 part	SPAdes-CAPES_S11.24.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.58	0.88	GCF_000012845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	97.58	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.42, 0.68; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 90.29, 0.55; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 79.01, 0.07; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 78.73, 0.23; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 78.68, 0.17; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.61, 0.19; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 78.51, 0.21; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 78.47, 0.2; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 78.43, 0.18; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 78.43, 0.24; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 78.41, 0.22; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 78.38, 0.24; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 78.37, 0.24; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 78.36, 0.23; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 78.36, 0.23; GCA_014647375.1, s__Parabacteroides faecis, 95.0, 78.36, 0.25; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 78.26, 0.15; GCA_900540715.1, s__Parabacteroides sp900540715, 95.0, 78.22, 0.22; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 78.2, 0.22; GCA_000436495.1, s__Parabacteroides sp000436495, 95.0, 78.06, 0.1; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.95, 0.19; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 77.88, 0.08; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.61, 0.2; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 77.58, 0.09; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 77.44, 0.08; GCA_900552415.1, s__Parabacteroides sp900552415, 95.0, 77.38, 0.15; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.96, 0.08	70.2	11.0		
